,bed,best,big,breakfast,check,choice,clean,comfortable,definitely,delivered,delivery,desk,did,dorsett,excellent,experience,food,friendly,good,great,guest,helpful,highly,just,like,make,manager,meal,need,nice,night,order,overall,provided,quality,really,recommend,request,room,service,small,spacious,staff,stayed,team,thank,time,view,water,window
night,0.12272727272727268,0.07823960880195602,0.07341772151898729,0.10079575596816981,0.1267281105990783,0.07862407862407861,0.094170403587444,0.09633911368015413,0.06565656565656564,0.11497326203208558,0.12109375,0.13539192399049882,0.0992366412213741,0.0759803921568627,0.08453608247422684,0.11397058823529416,0.13842975206611574,0.07850467289719631,0.11538461538461542,0.09216589861751157,0.11738148984198649,0.06417112299465244,0.08759124087591241,0.12669683257918551,0.1290944123314065,0.11740890688259109,0.07832898172323755,0.11518324607329844,0.11964285714285716,0.08856088560885611,0.0,0.09999999999999998,0.06569343065693434,0.09799554565701563,0.09424083769633507,0.0943775100401606,0.08633093525179858,0.09302325581395354,0.1443768996960486,0.10952902519167584,0.08905852417302795,0.08371040723981904,0.11382878645343364,0.12475633528265107,0.0948905109489051,0.08074534161490687,0.1043723554301833,0.11056105610561051,0.11264367816091958,0.14320987654320982
order,0.13793103448275867,0.09135802469135801,0.12732095490716178,0.10933333333333328,0.1212814645308925,0.14583333333333337,0.14531249999999996,0.1089494163424124,0.09020618556701032,0.1611111111111111,0.20798319327731096,0.12705882352941178,0.14854111405835546,0.09181141439205953,0.08884297520661155,0.11992619926199266,0.1911447084233261,0.11798839458413923,0.16270337922403,0.10730948678071539,0.11460674157303374,0.10128913443830567,0.0847457627118644,0.12895927601809953,0.1532416502946955,0.12857142857142856,0.07532467532467535,0.15523465703971118,0.14389799635701273,0.138728323699422,0.09999999999999998,0.0,0.12276214833759591,0.10514541387024612,0.08831168831168834,0.12114989733059545,0.10401459854014594,0.11084905660377353,0.14600760456273765,0.12541620421753608,0.13793103448275867,0.08108108108108103,0.11581920903954801,0.05667276051188297,0.07380952380952377,0.08731808731808732,0.16148148148148145,0.1308724832214765,0.15476190476190477,0.13447432762836187
overall,0.12249443207126953,0.06872037914691942,0.10432569974554706,0.08974358974358976,0.12895927601809953,0.09512195121951217,0.13455657492354745,0.1134615384615385,0.07196029776674939,0.09768637532133673,0.12959381044487428,0.11415525114155256,0.08599508599508598,0.10864197530864195,0.08502024291497978,0.17557251908396942,0.15113871635610765,0.11596958174904948,0.1466992665036675,0.13543307086614176,0.11479028697571747,0.11172161172161177,0.09330143540669855,0.08085106382978724,0.11819887429643527,0.11952191235059761,0.09870129870129873,0.13461538461538458,0.1097560975609756,0.1070110701107011,0.06569343065693434,0.12276214833759591,0.0,0.1227678571428571,0.10880829015544047,0.10778443113772451,0.12867647058823528,0.13207547169811318,0.14156626506024095,0.14301675977653627,0.10606060606060608,0.08908685968819596,0.1339031339031339,0.08703703703703702,0.06235565819861433,0.07910750507099396,0.12802275960170695,0.12520593080724873,0.1278538812785388,0.11556603773584906
provided,0.16945606694560666,0.08119658119658124,0.108843537414966,0.11888111888111885,0.13991769547325106,0.10526315789473684,0.15674891146589265,0.13012477718360071,0.09438202247191008,0.1004566210045662,0.17032967032967028,0.12655601659751037,0.11936936936936937,0.12249443207126953,0.09647495361781078,0.12207357859531776,0.17759838546922302,0.10499139414802061,0.15599534342258436,0.1295487627365357,0.12676056338028174,0.12203389830508471,0.11062906724511934,0.11485148514851484,0.14010507880910683,0.12181818181818183,0.08636363636363631,0.1932203389830508,0.1495016611295681,0.12349914236706694,0.09799554565701563,0.10514541387024612,0.1227678571428571,0.0,0.10779816513761464,0.11517367458866545,0.1475128644939966,0.13347457627118642,0.18120300751879703,0.16540540540540538,0.1307339449541285,0.11934156378600824,0.15115207373271888,0.11652173913043473,0.08879492600422834,0.09107806691449816,0.19268635724331928,0.15673981191222575,0.18831168831168832,0.13548387096774195
quality,0.12558139534883717,0.06683168316831678,0.08376963350785338,0.11263736263736268,0.09360730593607303,0.09999999999999998,0.10397553516819569,0.08966861598440545,0.07012987012987015,0.11202185792349728,0.11023622047244097,0.09345794392523366,0.1076115485564304,0.05405405405405406,0.10729613733905574,0.09963099630996308,0.15189873417721522,0.07183364839319473,0.13613861386138615,0.09531250000000002,0.0898876404494382,0.06727272727272726,0.08436724565756826,0.08444444444444443,0.12941176470588234,0.10162601626016265,0.052219321148825104,0.15201465201465203,0.08435852372583474,0.06813996316758753,0.09424083769633507,0.08831168831168834,0.10880829015544047,0.10779816513761464,0.0,0.08080808080808077,0.0899082568807339,0.09523809523809523,0.12650602409638556,0.12570145903479235,0.09711286089238846,0.09324009324009319,0.10546139359698681,0.09248554913294793,0.07317073170731703,0.07789473684210524,0.12028985507246381,0.12755102040816324,0.09722222222222221,0.09156626506024101
really,0.13780260707635006,0.1093439363817097,0.1389473684210526,0.14655172413793105,0.1348314606741573,0.11422845691382766,0.16460905349794241,0.16468590831918506,0.09999999999999998,0.09876543209876543,0.12908496732026142,0.1333333333333333,0.10685483870967738,0.10099009900990097,0.08798646362098139,0.1439873417721519,0.18234723569350142,0.1358428805237316,0.18885096700796355,0.17114568599717117,0.13123844731977818,0.14423076923076927,0.10371819960861062,0.15601503759398494,0.15245901639344261,0.1655052264808362,0.12765957446808507,0.15068493150684936,0.15887850467289721,0.16091954022988508,0.0943775100401606,0.12114989733059545,0.10778443113772451,0.11517367458866545,0.08080808080808077,0.0,0.17235772357723578,0.09925093632958804,0.2075892857142857,0.17219917012448138,0.12139917695473246,0.12878787878787878,0.19797421731123388,0.12297734627831713,0.12055335968379444,0.1534296028880866,0.19521912350597614,0.15666178623718885,0.12757973733583494,0.11324376199616126
recommend,0.11480865224625625,0.10178571428571426,0.09289617486338797,0.13001912045889097,0.11952861952861948,0.11818181818181817,0.17161290322580647,0.1586314152410575,0.174852652259332,0.08807339449541285,0.14503816793893132,0.11604095563139927,0.10545454545454547,0.1346863468634686,0.14893617021276595,0.1602373887240356,0.19550982226379798,0.16024653312788906,0.1782283884738527,0.19703103913630227,0.12395309882747063,0.15718562874251496,0.36622807017543857,0.11037891268533773,0.14071856287425155,0.13572542901716067,0.10299625468164797,0.1398601398601399,0.17226277372262777,0.1501501501501501,0.08633093525179858,0.10401459854014594,0.12867647058823528,0.1475128644939966,0.0899082568807339,0.17235772357723578,0.0,0.1393298059964727,0.22594752186588918,0.21450459652706844,0.11029411764705888,0.1273666092943201,0.22522522522522526,0.13403614457831325,0.1340579710144928,0.109697933227345,0.18541409147095178,0.1598360655737705,0.134020618556701,0.13297872340425532
request,0.128421052631579,0.09772727272727277,0.08120649651972156,0.08551068883610446,0.120253164556962,0.11860465116279073,0.12173913043478257,0.10090090090090087,0.0866510538641686,0.1007194244604317,0.14925373134328357,0.1428571428571429,0.10232558139534886,0.10829493087557607,0.109375,0.11917098445595853,0.1451451451451451,0.10535714285714282,0.1425206124852768,0.1289355322338831,0.12343096234309625,0.109375,0.1267281105990783,0.09311740890688258,0.11942959001782527,0.13575525812619504,0.08851674641148322,0.14646464646464652,0.10761589403973515,0.12056737588652477,0.09302325581395354,0.11084905660377353,0.13207547169811318,0.13347457627118642,0.09523809523809523,0.09925093632958804,0.1393298059964727,0.0,0.1586826347305389,0.16189427312775329,0.09302325581395354,0.11802575107296143,0.17320574162679425,0.10535714285714282,0.11564625850340138,0.09514563106796114,0.1619718309859155,0.12068965517241381,0.16114790286975722,0.12222222222222223
room,0.19725818735719725,0.13868065967016496,0.14394516374714394,0.13709063214013706,0.18174962292609353,0.14145974416854779,0.36706948640483383,0.22635889798957554,0.1278195488721805,0.1368821292775665,0.24024024024024027,0.16992481203007515,0.14220877458396364,0.12956068503350704,0.19167904903417532,0.22472727272727278,0.5076071922544951,0.2223042836041359,0.4237047551454932,0.2926300578034682,0.17213114754098358,0.2235208181154127,0.1397608370702541,0.17611940298507467,0.2289512555391433,0.20029455081001468,0.12274096385542166,0.27468448403860435,0.26016260162601623,0.22918201915991154,0.1443768996960486,0.14600760456273765,0.14156626506024095,0.18120300751879703,0.12650602409638556,0.2075892857142857,0.22594752186588918,0.1586826347305389,0.0,0.43514070006863415,0.15313935681470137,0.19769230769230772,0.5252865812542145,0.22050147492625372,0.13859910581222057,0.16533139111434814,0.3485507246376811,0.3165413533834587,0.18243754731264195,0.17903596021423107
service,0.14909478168264112,0.1299559471365639,0.11001100110010997,0.11982082866741317,0.16612377850162863,0.12651265126512656,0.22854477611940294,0.18237704918032782,0.11640798226164084,0.13476783691959227,0.21107628004179724,0.16048034934497812,0.12127894156560093,0.1314917127071823,0.23719376391982183,0.20060483870967738,0.347444089456869,0.17730496453900713,0.33775419982316535,0.2831683168316832,0.18551042810098795,0.18674698795180722,0.1428571428571429,0.14,0.19004065040650409,0.1661538461538462,0.14449541284403666,0.21068249258160232,0.20837487537387833,0.18686868686868685,0.10952902519167584,0.12541620421753608,0.14301675977653627,0.16540540540540538,0.12570145903479235,0.17219917012448138,0.21450459652706844,0.16189427312775329,0.43514070006863415,0.0,0.12931995540691188,0.13191489361702124,0.33509433962264146,0.1761133603238867,0.15000000000000002,0.18904403866809882,0.2845070422535211,0.2297165200391007,0.14822771213748653,0.12688172043010748
small,0.19323671497584538,0.07560975609756093,0.10994764397905754,0.12771739130434778,0.15330188679245282,0.08128078817733986,0.14733542319749215,0.10058027079303677,0.06030150753768848,0.11796246648793562,0.13888888888888884,0.1601941747572816,0.1048593350383632,0.1142131979695431,0.07786885245901642,0.12639405204460963,0.15513626834381555,0.07850467289719631,0.1428571428571429,0.09216589861751157,0.12756264236902048,0.06797853309481217,0.07710843373493981,0.12925170068027214,0.14677103718199613,0.11740890688259109,0.08970976253298157,0.16393442622950816,0.15045871559633028,0.12810707456978965,0.08905852417302795,0.13793103448275867,0.10606060606060608,0.1307339449541285,0.09711286089238846,0.12139917695473246,0.11029411764705888,0.09302325581395354,0.15313935681470137,0.12931995540691188,0.0,0.05739514348785868,0.12015137180700097,0.11605415860735013,0.06888361045130642,0.07407407407407407,0.15147058823529413,0.13682432432432434,0.17761557177615572,0.12652068126520677
spacious,0.101010101010101,0.0982142857142857,0.09447004608294929,0.11217183770883055,0.09533468559837732,0.11363636363636365,0.16000000000000003,0.14814814814814814,0.08735632183908049,0.08837209302325577,0.14468864468864473,0.0907216494845361,0.08539325842696632,0.02941176470588236,0.1358267716535433,0.13471502590673579,0.14271555996035679,0.12142857142857144,0.1357308584686775,0.16335877862595416,0.08982035928143717,0.10769230769230764,0.1216216216216216,0.09799999999999998,0.10207612456747406,0.120817843866171,0.07159353348729791,0.13486842105263153,0.12437810945273631,0.09948542024013718,0.08371040723981904,0.08108108108108103,0.08908685968819596,0.11934156378600824,0.09324009324009319,0.12878787878787878,0.1273666092943201,0.11802575107296143,0.19769230769230772,0.13191489361702124,0.05739514348785868,0.0,0.1639962299717248,0.13153153153153152,0.09388646288209612,0.11695906432748537,0.13778990450204642,0.1907894736842105,0.10537190082644632,0.09129511677282376
staff,0.14468864468864473,0.135673624288425,0.12488083889418489,0.11417697431018081,0.16901408450704225,0.12101313320825513,0.3029772329246935,0.21225983531564496,0.12083729781160801,0.12141491395793502,0.20471014492753625,0.15111940298507465,0.12713472485768496,0.14573346116970276,0.17939282428702852,0.22924187725631773,0.3631694790902421,0.27559808612440195,0.346123101518785,0.2857142857142857,0.16048237476808902,0.3009615384615385,0.14899713467048714,0.15363385464581414,0.19395017793594305,0.1912568306010929,0.11545801526717558,0.21834061135371174,0.22606382978723405,0.21589882565492324,0.11382878645343364,0.11581920903954801,0.1339031339031339,0.15115207373271888,0.10546139359698681,0.19797421731123388,0.22522522522522526,0.17320574162679425,0.5252865812542145,0.33509433962264146,0.12015137180700097,0.1639962299717248,0.0,0.21957913998170175,0.11357340720221609,0.19550982226379798,0.30534351145038163,0.24152910512597736,0.15996258185219836,0.15217391304347827
stayed,0.11053540587219346,0.10074626865671643,0.10617760617760619,0.12127236580516898,0.11733800350262702,0.08088235294117652,0.15921052631578947,0.13249211356466872,0.10444874274661509,0.10331384015594547,0.09878419452887544,0.11565836298932386,0.07592592592592595,0.09293680297397766,0.12312811980033278,0.11521418020679464,0.17907634307257303,0.13084112149532712,0.1568206229860365,0.1605937921727395,0.12195121951219512,0.13719512195121952,0.0935779816513761,0.10409556313993173,0.13777089783281737,0.11446740858505566,0.084942084942085,0.12410841654778892,0.13450292397660824,0.10134128166915057,0.12475633528265107,0.05667276051188297,0.08703703703703702,0.11652173913043473,0.09248554913294793,0.12297734627831713,0.13403614457831325,0.10535714285714282,0.22050147492625372,0.1761133603238867,0.11605415860735013,0.13153153153153152,0.21957913998170175,0.0,0.10110294117647056,0.11092715231788075,0.1723270440251572,0.14644351464435146,0.11247803163444636,0.10669077757685352
team,0.07499999999999996,0.11031175059952036,0.09852216748768472,0.08706467661691542,0.1280353200883002,0.08726415094339623,0.10395314787701315,0.12357414448669202,0.10999999999999999,0.11704834605597969,0.1016635859519408,0.09890109890109888,0.09661835748792269,0.11084337349397588,0.11608961303462317,0.1234347048300537,0.11729622266401596,0.11131725417439708,0.11764705882352944,0.13117283950617287,0.12147505422993488,0.1275045537340619,0.13285024154589375,0.09704641350210974,0.11764705882352944,0.13214990138067062,0.1417322834645669,0.11279461279461278,0.11130136986301364,0.08703374777975137,0.0948905109489051,0.07380952380952377,0.06235565819861433,0.08879492600422834,0.07317073170731703,0.12055335968379444,0.1340579710144928,0.11564625850340138,0.13859910581222057,0.15000000000000002,0.06888361045130642,0.09388646288209612,0.11357340720221609,0.10110294117647056,0.0,0.15254237288135597,0.14184397163120566,0.11199999999999999,0.0858369098712446,0.07538802660753885
thank,0.07692307692307687,0.10766045548654246,0.09745762711864403,0.08297872340425527,0.12765957446808507,0.07028112449799195,0.13461538461538458,0.15706806282722519,0.08631578947368423,0.0849256900212314,0.117056856187291,0.115009746588694,0.08453608247422684,0.1487068965517241,0.11913357400722024,0.14379084967320266,0.1522157996146436,0.11461794019933558,0.15219842164599773,0.14346590909090906,0.1283524904214559,0.14975041597337768,0.10183299389002032,0.11698113207547167,0.1643835616438356,0.1333333333333333,0.1316964285714286,0.12769230769230766,0.10244648318042815,0.125,0.08074534161490687,0.08731808731808732,0.07910750507099396,0.09107806691449816,0.07789473684210524,0.1534296028880866,0.109697933227345,0.09514563106796114,0.16533139111434814,0.18904403866809882,0.07407407407407407,0.11695906432748537,0.19550982226379798,0.11092715231788075,0.15254237288135597,0.0,0.16777629826897467,0.11970802919708035,0.08851224105461397,0.09001956947162426
time,0.1791666666666667,0.14203730272596848,0.12247838616714701,0.13737075332348592,0.19716312056737584,0.15574963609898107,0.19977924944812364,0.1937984496124031,0.12608695652173918,0.17682926829268297,0.20963541666666663,0.15533980582524276,0.15565345080763582,0.12944523470839264,0.14119170984455953,0.19083023543990085,0.31261261261261264,0.1679197994987469,0.27281746031746035,0.2045197740112994,0.17728531855955676,0.16239316239316237,0.11854951185495122,0.17980636237897651,0.22526041666666663,0.21256684491978606,0.1428571428571429,0.24874371859296485,0.22750000000000004,0.17683686176836866,0.1043723554301833,0.16148148148148145,0.12802275960170695,0.19268635724331928,0.12028985507246381,0.19521912350597614,0.18541409147095178,0.1619718309859155,0.3485507246376811,0.2845070422535211,0.15147058823529413,0.13778990450204642,0.30534351145038163,0.1723270440251572,0.14184397163120566,0.16777629826897467,0.0,0.2180094786729858,0.19345661450924612,0.15049226441631502
view,0.16561514195583593,0.1282894736842105,0.1475128644939966,0.12244897959183676,0.11890243902439024,0.14957983193277313,0.18856447688564482,0.181422351233672,0.11538461538461542,0.13356164383561642,0.18523878437047758,0.13858267716535433,0.11900826446280988,0.09440000000000004,0.1490312965722802,0.16256830601092898,0.28163653663177923,0.17428571428571427,0.24920127795527158,0.22250639386189264,0.13671274961597546,0.14870395634379263,0.13256955810147297,0.1206636500754148,0.16549789621318378,0.17033773861967694,0.08580858085808585,0.19783197831978316,0.17837837837837833,0.19627507163323787,0.11056105610561051,0.1308724832214765,0.12520593080724873,0.15673981191222575,0.12755102040816324,0.15666178623718885,0.1598360655737705,0.12068965517241381,0.3165413533834587,0.2297165200391007,0.13682432432432434,0.1907894736842105,0.24152910512597736,0.14644351464435146,0.11199999999999999,0.11970802919708035,0.2180094786729858,0.0,0.14084507042253525,0.20613287904599664
water,0.22494432071269488,0.08991228070175439,0.13744075829383884,0.1404358353510896,0.14978902953586493,0.11738148984198649,0.16740740740740745,0.1617100371747212,0.0717488789237668,0.1480582524271845,0.19999999999999996,0.17105263157894735,0.13225058004640367,0.1049107142857143,0.09193245778611636,0.12585034013605445,0.195046439628483,0.12633451957295372,0.19562575941676796,0.1312684365781711,0.14553014553014554,0.10865874363327677,0.10549450549450545,0.1565762004175365,0.1567567567567567,0.12177121771217714,0.09836065573770492,0.20450606585788567,0.1735395189003437,0.13532513181019334,0.11264367816091958,0.15476190476190477,0.1278538812785388,0.18831168831168832,0.09722222222222221,0.12757973733583494,0.134020618556701,0.16114790286975722,0.18243754731264195,0.14822771213748653,0.17761557177615572,0.10537190082644632,0.15996258185219836,0.11247803163444636,0.0858369098712446,0.08851224105461397,0.19345661450924612,0.14084507042253525,0.0,0.17954545454545456
window,0.18609865470852016,0.09174311926605505,0.17091836734693877,0.1392405063291139,0.1366594360086768,0.13126491646778038,0.1312684365781711,0.14177693761814747,0.09069212410501193,0.14720812182741116,0.18252427184466025,0.15801354401805867,0.13075060532687655,0.11529411764705877,0.08932038834951461,0.13250883392226154,0.1661538461538462,0.11272727272727268,0.16024096385542164,0.12859304084720125,0.12765957446808507,0.11660777385159016,0.09794988610478361,0.1292372881355932,0.15427509293680297,0.1487279843444227,0.11720698254364093,0.17013888888888884,0.1453287197231834,0.1405109489051095,0.14320987654320982,0.13447432762836187,0.11556603773584906,0.13548387096774195,0.09156626506024101,0.11324376199616126,0.13297872340425532,0.12222222222222223,0.17903596021423107,0.12688172043010748,0.12652068126520677,0.09129511677282376,0.15217391304347827,0.10669077757685352,0.07538802660753885,0.09001956947162426,0.15049226441631502,0.20613287904599664,0.17954545454545456,0.0
