,bed,best,birthday,breakfast,check,clean,come,comfortable,definitely,desk,dinner,especially,excellent,experience,family,feel,food,friend,friendly,good,great,guest,helpful,just,like,location,lounge,make,need,nice,night,overall,park,pool,really,recommend,restaurant,room,service,spacious,special,staff,staycation,stayed,team,thank,thanks,time,view,wonderful
night,0.12222222222222223,0.06596306068601587,0.0875576036866359,0.125,0.10242085661080069,0.11170212765957444,0.08139534883720934,0.08628318584070793,0.0788288288288288,0.1116751269035533,0.1071428571428571,0.07868020304568524,0.09623430962343094,0.09892086330935257,0.09375,0.08222811671087538,0.12765957446808507,0.08042895442359255,0.09041591320072329,0.13685636856368566,0.14329738058551622,0.12271540469973885,0.09193245778611636,0.12761020881670537,0.14254859611231097,0.08984375,0.06172839506172845,0.0852713178294574,0.1262626262626263,0.10518518518518516,0.0,0.06965174129353235,0.09660574412532641,0.08672086720867211,0.1180400890868597,0.08071748878923768,0.13140311804008908,0.17720391807658054,0.1345238095238095,0.10588235294117643,0.05778894472361806,0.1208791208791209,0.12,0.18320610687022898,0.07729468599033817,0.08552631578947367,0.0714285714285714,0.12903225806451613,0.15517241379310343,0.0694789081885856
overall,0.09259259259259256,0.08923076923076922,0.057644110275689275,0.11860465116279073,0.0905432595573441,0.1053639846743295,0.06683804627249357,0.11363636363636365,0.07250000000000001,0.060109289617486295,0.07621951219512191,0.07758620689655171,0.08715596330275233,0.1287726358148893,0.06860158311345643,0.06865671641791049,0.1292372881355932,0.047477744807121636,0.09504950495049502,0.1352517985611511,0.130718954248366,0.06442577030812324,0.09917355371900827,0.09547738693467334,0.10114942528735638,0.10195227765726678,0.07954545454545459,0.06321839080459768,0.1123595505617978,0.10651828298887123,0.06965174129353235,0.0,0.07246376811594202,0.13225806451612898,0.0997566909975669,0.061425061425061434,0.09569377990430628,0.12966252220248664,0.11206896551724133,0.11702127659574468,0.07848837209302328,0.1143451143451143,0.11669658886894074,0.136986301369863,0.05600000000000005,0.07228915662650603,0.04797979797979801,0.12295081967213117,0.13138686131386856,0.0702247191011236
park,0.06172839506172845,0.06832298136645965,0.10160427807486627,0.11347517730496459,0.10602910602910598,0.06779661016949157,0.051948051948051965,0.061576354679802936,0.07161125319693096,0.07999999999999996,0.11363636363636365,0.08630952380952384,0.07906976744186045,0.10199999999999998,0.07046070460704612,0.10828025477707004,0.09873949579831931,0.04255319148936165,0.0816733067729084,0.1018387553041018,0.12171052631578949,0.08504398826979476,0.08523908523908519,0.08951406649616367,0.14390243902439026,0.061833688699360345,0.1178247734138973,0.12852664576802508,0.040431266846361225,0.08544303797468356,0.09660574412532641,0.07246376811594202,0.0,0.06230529595015577,0.08866995073891626,0.06565656565656564,0.11720698254364093,0.11582670203359857,0.11485642946317098,0.08753315649867377,0.11419753086419748,0.11671924290220825,0.13543599257884975,0.06578947368421051,0.15223880597014927,0.10687022900763354,0.14084507042253525,0.11940298507462688,0.13805970149253732,0.1174698795180723
pool,0.08695652173913049,0.07615894039735094,0.04244031830238726,0.15012722646310428,0.14,0.0916334661354582,0.07520891364902504,0.07012987012987015,0.04712041884816753,0.07164179104477608,0.08724832214765099,0.08463949843260188,0.07228915662650603,0.07474747474747478,0.09620991253644318,0.07868852459016396,0.1175166297117517,0.05882352941176472,0.10548523206751059,0.11600587371512483,0.12372881355932208,0.13592233009708743,0.06567796610169496,0.1150684931506849,0.09756097560975607,0.08863636363636362,0.08668730650154799,0.09999999999999998,0.08902077151335308,0.09165302782324058,0.08672086720867211,0.13225806451612898,0.06230529595015577,0.0,0.09585492227979275,0.07180851063829785,0.12303664921465973,0.11081322609472744,0.08977556109725682,0.098314606741573,0.07886435331230279,0.1155080213903743,0.10634328358208955,0.10919540229885061,0.06069364161849711,0.03740648379052369,0.0633608815426997,0.14685314685314688,0.15204678362573099,0.04761904761904767
really,0.08396946564885499,0.06766917293233088,0.1026785714285714,0.11267605633802813,0.14338919925512106,0.10750853242320824,0.11187214611872143,0.08686440677966101,0.09628008752735229,0.12469437652811732,0.0732323232323232,0.11194029850746268,0.10303030303030303,0.13848920863309355,0.08656036446469251,0.11111111111111116,0.09009009009009006,0.07052896725440805,0.08885017421602792,0.1373844121532365,0.16109422492401215,0.10243902439024388,0.10018214936247727,0.15192743764172334,0.15271966527196656,0.10056925996204935,0.05607476635514019,0.13624678663239076,0.11428571428571432,0.15488721804511274,0.1180400890868597,0.0997566909975669,0.08866995073891626,0.09585492227979275,0.0,0.08387096774193548,0.11111111111111116,0.1646447140381283,0.15248226950354615,0.09333333333333338,0.10473815461346636,0.1578947368421053,0.1358428805237316,0.08948545861297541,0.1090047393364929,0.1118279569892473,0.12731481481481477,0.16104294478527603,0.14191419141914197,0.08373205741626799
recommend,0.06005221932114879,0.06561679790026242,0.09468822170900693,0.06175298804780871,0.10204081632653061,0.12926391382405744,0.07852193995381063,0.1128668171557562,0.15625,0.07055961070559613,0.060209424083769614,0.07017543859649122,0.11440677966101698,0.1289134438305709,0.1311881188118812,0.07611548556430447,0.09962406015037595,0.17732558139534882,0.12037037037037035,0.11538461538461542,0.1238670694864048,0.04347826086956519,0.1145038167938931,0.07017543859649122,0.10395010395010396,0.12449799196787148,0.06930693069306926,0.08205128205128209,0.0717703349282297,0.10979228486646886,0.08071748878923768,0.061425061425061434,0.06565656565656564,0.07180851063829785,0.08387096774193548,0.0,0.10629067245119306,0.1533101045296167,0.14921780986762934,0.11583924349881791,0.07908163265306123,0.14343845371312314,0.1233333333333333,0.10926365795724469,0.0980392156862745,0.08752735229759301,0.09882352941176475,0.1032934131736527,0.11074380165289255,0.09068010075566746
restaurant,0.11053984575835474,0.09644670050761417,0.06382978723404253,0.15975103734439833,0.12727272727272732,0.13518197573656843,0.1004464285714286,0.10191082802547768,0.0787234042553191,0.0938967136150235,0.14933333333333332,0.09685230024213076,0.1062124248496994,0.09793814432989689,0.10273972602739723,0.10379746835443038,0.22444889779559118,0.051219512195122,0.124777183600713,0.1779891304347826,0.15442278860569714,0.14500000000000002,0.11721611721611724,0.14222222222222225,0.136734693877551,0.19348268839103866,0.07511737089201875,0.10073710073710074,0.12056737588652477,0.1483679525222552,0.13140311804008908,0.09569377990430628,0.11720698254364093,0.12303664921465973,0.11111111111111116,0.10629067245119306,0.0,0.1759581881533101,0.1568396226415094,0.1216216216216216,0.08454106280193241,0.16279069767441856,0.1217948717948718,0.12814645308924488,0.07239819004524883,0.07835051546391758,0.08114035087719296,0.16488549618320614,0.14991762767710048,0.08767772511848337
room,0.1358249772105743,0.1026548672566372,0.1546572934973638,0.20333041191936896,0.25130890052356025,0.313953488372093,0.13850174216027877,0.17756183745583043,0.15775635407537247,0.1327433628318584,0.11359570661896246,0.0988725065047702,0.16552901023890787,0.20781379883624274,0.12586805555555558,0.11012433392539966,0.20456466610312762,0.09691629955947134,0.21940928270042193,0.33095803642121935,0.2930612244897959,0.12666076173604957,0.2088285229202037,0.15881326352530545,0.18393782383419688,0.20068610634648365,0.10994764397905754,0.12078152753108351,0.13780918727915192,0.3091508656224238,0.17720391807658054,0.12966252220248664,0.11582670203359857,0.11081322609472744,0.1646447140381283,0.1533101045296167,0.1759581881533101,0.0,0.3588190764572293,0.20366972477064216,0.11179577464788737,0.472263868065967,0.24506578947368418,0.148506151142355,0.12587412587412583,0.1388415672913118,0.12672413793103443,0.27795786061588335,0.31364031277150306,0.12754650132860934
service,0.07607361963190185,0.12435897435897436,0.134453781512605,0.13961407491486943,0.20885357548240635,0.16896918172157283,0.1481028151774786,0.14353499406880188,0.14837153196622432,0.12608158220024723,0.08819875776397512,0.12109862671660421,0.2278325123152709,0.2017738359201774,0.12077294685990336,0.10401002506265666,0.18651685393258421,0.10327455919395467,0.15823466092572658,0.29516288252714706,0.265625,0.13157894736842102,0.15300546448087426,0.1269095182138661,0.176056338028169,0.15195530726256978,0.11481481481481481,0.10110974106041926,0.12210012210012211,0.22389558232931728,0.1345238095238095,0.11206896551724133,0.11485642946317098,0.08977556109725682,0.15248226950354615,0.14921780986762934,0.1568396226415094,0.3588190764572293,0.0,0.1212841854934602,0.13595933926302417,0.3358458961474037,0.21808510638297873,0.11799761620977356,0.16035353535353536,0.1747572815533981,0.16377171215880892,0.25311203319502074,0.2044257112750263,0.13141426783479349
spacious,0.10364145658263302,0.08241758241758246,0.07943925233644855,0.11802575107296143,0.13450292397660824,0.2003891050583657,0.10169491525423724,0.10068649885583525,0.12740384615384615,0.08905852417302795,0.056451612903225756,0.05063291139240511,0.09361702127659577,0.08876811594202894,0.10696517412935325,0.06417112299465244,0.10404624277456642,0.06504065040650409,0.13819577735124755,0.12330623306233057,0.14018691588785048,0.08247422680412375,0.12377210216110024,0.10440835266821347,0.08805031446540879,0.12525667351129366,0.07969151670951158,0.09625668449197866,0.07125307125307123,0.1271056661562021,0.10588235294117643,0.11702127659574468,0.08753315649867377,0.098314606741573,0.09333333333333338,0.11583924349881791,0.1216216216216216,0.20366972477064216,0.1212841854934602,0.0,0.08730158730158732,0.1416837782340863,0.13745704467353947,0.12903225806451613,0.07125307125307123,0.10227272727272729,0.08851674641148322,0.1222910216718266,0.17437722419928825,0.10498687664041995
special,0.03293413173652693,0.08150470219435735,0.1315068493150685,0.0875576036866359,0.10810810810810811,0.0757575757575758,0.07407407407407407,0.051094890510948954,0.09090909090909094,0.06760563380281692,0.058461538461538454,0.060869565217391286,0.10978520286396176,0.1288343558282209,0.08493150684931505,0.0771604938271605,0.08713692946058094,0.045592705167173286,0.07086614173228345,0.08938547486033521,0.11967213114754094,0.07536231884057976,0.0565656565656566,0.07828282828282829,0.1298076923076923,0.05496828752642702,0.0943952802359882,0.1316614420062696,0.0602739726027397,0.07511737089201875,0.05778894472361806,0.07848837209302328,0.11419753086419748,0.07886435331230279,0.10473815461346636,0.07908163265306123,0.08454106280193241,0.11179577464788737,0.13595933926302417,0.08730158730158732,0.0,0.10960334029227559,0.1289134438305709,0.06282722513089001,0.125,0.08999999999999997,0.24923076923076926,0.11367380560131801,0.12110091743119267,0.09734513274336287
staff,0.09873949579831931,0.1033755274261603,0.1378958120531154,0.15794669299111552,0.212180746561886,0.23804878048780487,0.13306038894575234,0.16205128205128205,0.14504596527068436,0.14044350580781417,0.08740894901144636,0.13752665245202556,0.17896865520728011,0.21179883945841393,0.11032388663967607,0.11583421891604673,0.20215897939156036,0.09538784067085959,0.3287086446104589,0.30140597539543057,0.28505106778087275,0.128421052631579,0.3007438894792773,0.13709677419354838,0.15483234714003946,0.20481927710843373,0.1166666666666667,0.125,0.1464699683877766,0.3106704438149197,0.1208791208791209,0.1143451143451143,0.11671924290220825,0.1155080213903743,0.1578947368421053,0.14343845371312314,0.16279069767441856,0.472263868065967,0.3358458961474037,0.1416837782340863,0.10960334029227559,0.0,0.22689075630252098,0.13190184049079756,0.11247443762781184,0.15902140672782872,0.13306038894575234,0.27973977695167285,0.24714828897338403,0.12356020942408374
staycation,0.06810035842293904,0.09157509157509158,0.136986301369863,0.17560975609756102,0.16148148148148145,0.1502808988764045,0.13080895008605853,0.11783960720130937,0.13344594594594594,0.0806174957118353,0.14423076923076927,0.09203539823008855,0.11875000000000002,0.18436578171091444,0.14920071047957373,0.1070110701107011,0.2262658227848101,0.10389610389610393,0.14884393063583812,0.1974448315911731,0.18078381795195952,0.1028368794326241,0.138235294117647,0.10784313725490191,0.13543307086614176,0.0806916426512968,0.13296903460837883,0.07746478873239437,0.10571923743500866,0.21818181818181814,0.12,0.11669658886894074,0.13543599257884975,0.10634328358208955,0.1358428805237316,0.1233333333333333,0.1217948717948718,0.24506578947368418,0.21808510638297873,0.13745704467353947,0.1289134438305709,0.22689075630252098,0.0,0.09499999999999997,0.13725490196078427,0.13741721854304634,0.140625,0.189987163029525,0.1972222222222222,0.14944649446494462
stayed,0.10511363636363635,0.07756232686980613,0.05057471264367819,0.09554140127388533,0.08662900188323919,0.09285714285714286,0.09223300970873782,0.11214953271028039,0.11270983213429253,0.09302325581395354,0.06301369863013695,0.0732984293193717,0.10652173913043483,0.09963099630996308,0.07317073170731703,0.08563535911602205,0.11154598825831707,0.0807799442896936,0.11153119092627595,0.11956521739130432,0.13239875389408096,0.10962566844919786,0.11176470588235299,0.1267942583732058,0.11255411255411252,0.12422360248447206,0.07512953367875652,0.09164420485175206,0.12827225130890052,0.10422960725075525,0.18320610687022898,0.136986301369863,0.06578947368421051,0.10919540229885061,0.08948545861297541,0.10926365795724469,0.12814645308924488,0.148506151142355,0.11799761620977356,0.12903225806451613,0.06282722513089001,0.13190184049079756,0.09499999999999997,0.0,0.061576354679802936,0.06904231625835189,0.05633802816901412,0.1631663974151858,0.14310645724258286,0.04785894206549124
team,0.051136363636363646,0.08187134502923976,0.12307692307692308,0.0780911062906724,0.11823647294589179,0.0703971119133574,0.08564231738035266,0.10922330097087374,0.09068627450980393,0.10081743869209814,0.08211143695014667,0.12680115273775217,0.12643678160919536,0.1074856046065259,0.07124681933842236,0.09999999999999998,0.09362549800796816,0.07580174927113703,0.09845559845559848,0.09078590785907859,0.120253164556962,0.125,0.09819639278557113,0.10513447432762835,0.11486486486486491,0.056451612903225756,0.12181303116147313,0.1454005934718101,0.06459948320413433,0.09370199692780334,0.07729468599033817,0.05600000000000005,0.15223880597014927,0.06069364161849711,0.1090047393364929,0.0980392156862745,0.07239819004524883,0.12587412587412583,0.16035353535353536,0.07125307125307123,0.125,0.11247443762781184,0.13725490196078427,0.061576354679802936,0.0,0.19121447028423777,0.19390581717451527,0.1233974358974359,0.10034602076124566,0.1310541310541311
thank,0.05012531328320802,0.1114058355437666,0.16229116945107402,0.08982035928143717,0.1158088235294118,0.08998302207130726,0.10854503464203236,0.12195121951219512,0.11261261261261257,0.10757946210268954,0.06905370843989767,0.10552763819095479,0.10905349794238683,0.11785714285714288,0.11904761904761907,0.09585492227979275,0.09124087591240881,0.1146666666666667,0.1155234657039711,0.11197916666666663,0.12481426448736999,0.11809045226130654,0.10555555555555551,0.09150326797385622,0.15010570824524316,0.07706766917293228,0.1042183622828784,0.09848484848484851,0.07459207459207462,0.12407680945347122,0.08552631578947367,0.07228915662650603,0.10687022900763354,0.03740648379052369,0.1118279569892473,0.08752735229759301,0.07835051546391758,0.1388415672913118,0.1747572815533981,0.10227272727272729,0.08999999999999997,0.15902140672782872,0.13741721854304634,0.06904231625835189,0.19121447028423777,0.0,0.1009174311926605,0.1503067484662577,0.10841423948220064,0.12342569269521408
thanks,0.03183023872679047,0.11142857142857143,0.1283950617283951,0.06832298136645965,0.11175337186897882,0.08127208480565373,0.1029411764705882,0.09677419354838712,0.09692671394799057,0.07908163265306123,0.06887052341597799,0.09919571045576403,0.12362030905077259,0.1266540642722117,0.1282051282051282,0.1039325842696629,0.08604206500956024,0.09915014164305946,0.08287292817679559,0.1090174966352625,0.13771517996870108,0.08072916666666663,0.08413001912045892,0.07534246575342463,0.11739130434782608,0.05232558139534882,0.0978835978835979,0.08288770053475936,0.08020050125313283,0.10925644916540211,0.0714285714285714,0.04797979797979801,0.14084507042253525,0.0633608815426997,0.12731481481481477,0.09882352941176475,0.08114035087719296,0.12672413793103443,0.16377171215880892,0.08851674641148322,0.24923076923076926,0.13306038894575234,0.140625,0.05633802816901412,0.19390581717451527,0.1009174311926605,0.0,0.1410459587955626,0.10269360269360273,0.13661202185792354
time,0.11505922165820648,0.13230240549828176,0.10318664643399089,0.18731117824773413,0.24011713030746706,0.15748031496062997,0.19999999999999996,0.12859304084720125,0.12576687116564422,0.09999999999999998,0.10402684563758391,0.12026359143327847,0.1289855072463768,0.2011095700416089,0.11111111111111116,0.12182741116751272,0.19203413940256042,0.10033444816053516,0.1578947368421053,0.22783389450056113,0.21142162818955046,0.15905245346869712,0.13108108108108107,0.19323671497584538,0.18429003021148038,0.11369863013698633,0.12850082372322902,0.14991482112436116,0.1491803278688525,0.17626321974148063,0.12903225806451613,0.12295081967213117,0.11940298507462688,0.14685314685314688,0.16104294478527603,0.1032934131736527,0.16488549618320614,0.27795786061588335,0.25311203319502074,0.1222910216718266,0.11367380560131801,0.27973977695167285,0.189987163029525,0.1631663974151858,0.1233974358974359,0.1503067484662577,0.1410459587955626,0.0,0.20757180156657962,0.11726384364820852
view,0.11654135338345861,0.09594095940959413,0.12013536379018608,0.18780889621087316,0.17771084337349397,0.1823444283646889,0.11016949152542377,0.1312292358803987,0.13389830508474576,0.09027777777777779,0.12098298676748587,0.08084358523725832,0.17434210526315785,0.13778409090909094,0.09880749574105618,0.08137432188065097,0.17835365853658536,0.07818181818181813,0.16105417276720346,0.2220902612826603,0.23936170212765961,0.099290780141844,0.16616314199395765,0.14770797962648552,0.1322834645669292,0.15610510046367854,0.16322701688555352,0.10707803992740472,0.10608695652173916,0.2267365661861075,0.15517241379310343,0.13138686131386856,0.13805970149253732,0.15204678362573099,0.14191419141914197,0.11074380165289255,0.14991762767710048,0.31364031277150306,0.2044257112750263,0.17437722419928825,0.12110091743119267,0.24714828897338403,0.1972222222222222,0.14310645724258286,0.10034602076124566,0.10841423948220064,0.10269360269360273,0.20757180156657962,0.0,0.12296564195298376
wonderful,0.03801169590643272,0.0757575757575758,0.13101604278074863,0.09794988610478361,0.0881763527054108,0.10516252390057357,0.09473684210526312,0.08866995073891626,0.10256410256410253,0.0657534246575342,0.08256880733944949,0.08045977011494254,0.10208816705336432,0.12625250501002006,0.09139784946236562,0.05899705014749268,0.11250000000000004,0.07272727272727275,0.0862745098039216,0.09266943291839558,0.12317666126418148,0.05833333333333335,0.10123966942148765,0.07901234567901239,0.10854503464203236,0.06708595387840666,0.10755813953488369,0.0911764705882353,0.050264550264550234,0.09936908517350163,0.0694789081885856,0.0702247191011236,0.1174698795180723,0.04761904761904767,0.08373205741626799,0.09068010075566746,0.08767772511848337,0.12754650132860934,0.13141426783479349,0.10498687664041995,0.09734513274336287,0.12356020942408374,0.14944649446494462,0.04785894206549124,0.1310541310541311,0.12342569269521408,0.13661202185792354,0.11726384364820852,0.12296564195298376,0.0
